Source,Target,Hamming,Color
S_A225469;size=1;,S_A342701;size=1;,3,white
S_A225469;size=1;,S_A345335;size=1;,3,white
S_A225469;size=1;,S_A347728;size=1;,3,white
S_A225469;size=1;,S_A352457;size=1;,3,white
S_A225469;size=1;,S_A359364;size=1;,1,black
S_A225469;size=1;,S_A367292;size=1;,3,white
S_A225469;size=1;,S_A374279;size=1;,3,white
S_A225469;size=1;,S_TP6036;size=1;,3,white
S_A225469;size=1;,S_TP10480;size=1;,3,white
S_A225469;size=1;,S_TP13701;size=1;,3,white
S_A225469;size=1;,S_TP14268;size=1;,3,white
S_A225469;size=1;,S_TP15513;size=1;,3,white
S_A225469;size=1;,S_TP22409;size=1;,3,white
S_A226322;size=1;,S_A337424;size=1;,3,white
S_A226382;size=1;,S_A226905;size=1;,3,white
S_A226382;size=1;,S_A241473;size=1;,3,white
S_A226382;size=1;,S_A3519;size=17;,3,white
S_A226382;size=1;,S_A311288;size=1;,3,white
S_A226382;size=1;,S_A342234;size=1;,2,white
S_A226382;size=1;,S_A346973;size=1;,2,white
S_A226382;size=1;,S_A354458;size=1;,3,white
S_A226382;size=1;,S_TP22332;size=1;,2,white
S_A226599;size=1;,S_A235944;size=1;,3,white
S_A226599;size=1;,S_A334472;size=1;,2,white
S_A226599;size=1;,S_A342701;size=1;,3,white
S_A226599;size=1;,S_A345335;size=1;,3,white
S_A226848;size=1;,S_A321880;size=1;,3,white
S_A226848;size=1;,S_A357380;size=1;,3,white
S_A226848;size=1;,S_A360490;size=1;,2,white
S_A226848;size=1;,S_A374482;size=1;,3,white
S_A226905;size=1;,S_A242490;size=1;,3,white
S_A226905;size=1;,S_A3519;size=17;,2,white
S_A226905;size=1;,S_A3571;size=16;,3,white
S_A226905;size=1;,S_A34986;size=2;,3,white
S_A226905;size=1;,S_A36367;size=1;,3,white
S_A226905;size=1;,S_A311288;size=1;,2,white
S_A226905;size=1;,S_A315731;size=1;,3,white
S_A226905;size=1;,S_A323999;size=1;,3,white
S_A226905;size=1;,S_A326458;size=1;,3,white
S_A226905;size=1;,S_A328486;size=1;,3,white
S_A226905;size=1;,S_A339423;size=1;,3,white
S_A226905;size=1;,S_A342234;size=1;,3,white
S_A226905;size=1;,S_A346973;size=1;,3,white
S_A226905;size=1;,S_A364432;size=1;,3,white
S_A226905;size=1;,S_TP16366;size=1;,3,white
S_A226905;size=1;,S_TP22332;size=1;,3,white
S_A227818;size=1;,S_A239491;size=1;,3,white
S_A227818;size=1;,S_A321153;size=1;,3,white
S_A227818;size=1;,S_A323290;size=1;,1,black
S_A227818;size=1;,S_A326458;size=1;,3,white
S_A227818;size=1;,S_A359407;size=1;,3,white
S_A227818;size=1;,S_A374250;size=1;,3,white
S_A227818;size=1;,S_TP19911;size=1;,2,white
S_A227818;size=1;,S_TP21145;size=1;,3,white
S_A228209;size=1;,S_TP15356;size=1;,3,white
S_A228444;size=1;,S_A32574;size=3;,3,white
S_A228444;size=1;,S_A32940;size=3;,3,white
S_A228444;size=1;,S_A33124;size=3;,3,white
S_A228444;size=1;,S_A316014;size=1;,2,white
S_A228444;size=1;,S_A330010;size=1;,2,white
S_A228444;size=1;,S_A333597;size=1;,3,white
S_A228444;size=1;,S_A333678;size=1;,3,white
S_A228444;size=1;,S_A335583;size=1;,2,white
S_A228444;size=1;,S_A339196;size=1;,3,white
S_A228444;size=1;,S_A347551;size=1;,3,white
S_A228444;size=1;,S_A351370;size=1;,3,white
S_A228444;size=1;,S_A358336;size=1;,3,white
S_A228444;size=1;,S_A372534;size=1;,2,white
S_A228444;size=1;,S_TP10694;size=1;,3,white
S_A228444;size=1;,S_TP12994;size=1;,3,white
S_A228444;size=1;,S_TP18409;size=1;,3,white
S_A228852;size=1;,S_A234408;size=1;,3,white
S_A228852;size=1;,S_A236098;size=1;,3,white
S_A228852;size=1;,S_A241188;size=1;,3,white
S_A228852;size=1;,S_A31845;size=5;,3,white
S_A228852;size=1;,S_A33701;size=2;,2,white
S_A228852;size=1;,S_A320828;size=1;,2,white
S_A228852;size=1;,S_A328831;size=1;,3,white
S_A228852;size=1;,S_A333339;size=1;,1,black
S_A228852;size=1;,S_A333661;size=1;,2,white
S_A228852;size=1;,S_A335338;size=1;,3,white
S_A228852;size=1;,S_A337019;size=1;,3,white
S_A228852;size=1;,S_A350576;size=1;,3,white
S_A228852;size=1;,S_A350970;size=1;,2,white
S_A228852;size=1;,S_A353238;size=1;,3,white
S_A228852;size=1;,S_TP4638;size=2;,3,white
S_A228852;size=1;,S_TP10562;size=1;,3,white
S_A228983;size=1;,S_A31110;size=9;,3,white
S_A228983;size=1;,S_A330932;size=1;,3,white
S_A228983;size=1;,S_A336507;size=1;,2,white
S_A228983;size=1;,S_A337273;size=1;,3,white
S_A228983;size=1;,S_A345424;size=1;,3,white
S_A228983;size=1;,S_A365246;size=1;,3,white
S_A228983;size=1;,S_A368813;size=1;,3,white
S_A229940;size=1;,S_A232029;size=1;,3,white
S_A229940;size=1;,S_A348406;size=1;,3,white
S_A230019;size=1;,S_A234408;size=1;,3,white
S_A230019;size=1;,S_A234870;size=1;,3,white
S_A230019;size=1;,S_A236736;size=1;,3,white
S_A230019;size=1;,S_A3962;size=10;,3,white
S_A230019;size=1;,S_A31351;size=7;,3,white
S_A230019;size=1;,S_A36783;size=1;,3,white
S_A230019;size=1;,S_A313252;size=1;,2,white
S_A230019;size=1;,S_A320828;size=1;,3,white
S_A230019;size=1;,S_A322772;size=1;,3,white
S_A230019;size=1;,S_A325481;size=1;,2,white
S_A230019;size=1;,S_A333339;size=1;,3,white
S_A230019;size=1;,S_A335524;size=1;,3,white
S_A230019;size=1;,S_A337019;size=1;,3,white
S_A230019;size=1;,S_A340363;size=1;,3,white
S_A230019;size=1;,S_A348406;size=1;,3,white
S_A230019;size=1;,S_A349015;size=1;,3,white
S_A230019;size=1;,S_A349978;size=1;,3,white
S_A230019;size=1;,S_A372466;size=1;,3,white
S_A230019;size=1;,S_TP6036;size=1;,3,white
S_A230019;size=1;,S_TP6305;size=1;,3,white
S_A230019;size=1;,S_TP16366;size=1;,3,white
S_A230285;size=1;,S_A234411;size=1;,3,white
S_A230285;size=1;,S_A234626;size=1;,3,white
S_A230285;size=1;,S_A39413;size=1;,3,white
S_A230285;size=1;,S_A323810;size=1;,3,white
S_A230285;size=1;,S_A326522;size=1;,3,white
S_A230285;size=1;,S_A335882;size=1;,3,white
S_A230285;size=1;,S_A344092;size=1;,3,white
S_A230285;size=1;,S_A347626;size=1;,3,white
S_A230285;size=1;,S_A347982;size=1;,3,white
S_A230285;size=1;,S_A349852;size=1;,3,white
S_A230285;size=1;,S_A353734;size=1;,3,white
S_A230285;size=1;,S_A365416;size=1;,3,white
S_A230285;size=1;,S_A366352;size=1;,2,white
S_A230285;size=1;,S_A372029;size=1;,2,white
S_A230285;size=1;,S_TP11803;size=1;,3,white
S_A230285;size=1;,S_TP12097;size=1;,2,white
S_A230590;size=1;,S_A233473;size=1;,3,white
S_A230590;size=1;,S_A235944;size=1;,3,white
S_A230590;size=1;,S_A236845;size=1;,3,white
S_A230590;size=1;,S_A237995;size=1;,3,white
S_A230590;size=1;,S_A238172;size=1;,3,white
S_A230590;size=1;,S_A31681;size=6;,2,white
S_A230590;size=1;,S_A32781;size=3;,3,white
S_A230590;size=1;,S_A32940;size=3;,3,white
S_A230590;size=1;,S_A39059;size=1;,2,white
S_A230590;size=1;,S_A39190;size=1;,3,white
S_A230590;size=1;,S_A310805;size=1;,2,white
S_A230590;size=1;,S_A316031;size=1;,3,white
S_A230590;size=1;,S_A316811;size=1;,3,white
S_A230590;size=1;,S_A323497;size=1;,2,white
S_A230590;size=1;,S_A324311;size=1;,3,white
S_A230590;size=1;,S_A329327;size=1;,3,white
S_A230590;size=1;,S_A329678;size=1;,3,white
S_A230590;size=1;,S_A330769;size=1;,3,white
S_A230590;size=1;,S_A332748;size=1;,3,white
S_A230590;size=1;,S_A335630;size=1;,3,white
S_A230590;size=1;,S_A336743;size=1;,3,white
S_A230590;size=1;,S_A337479;size=1;,3,white
S_A230590;size=1;,S_A340363;size=1;,3,white
S_A230590;size=1;,S_A343345;size=1;,3,white
S_A230590;size=1;,S_A346523;size=1;,3,white
S_A230590;size=1;,S_A346830;size=1;,3,white
S_A230590;size=1;,S_A349915;size=1;,3,white
S_A230590;size=1;,S_A353250;size=1;,3,white
S_A230590;size=1;,S_A353734;size=1;,3,white
S_A230590;size=1;,S_A359374;size=1;,2,white
S_A230590;size=1;,S_A359737;size=1;,3,white
S_A230590;size=1;,S_A363004;size=1;,3,white
S_A230590;size=1;,S_A365416;size=1;,3,white
S_A230590;size=1;,S_A372029;size=1;,2,white
S_A230590;size=1;,S_A373017;size=1;,3,white
S_A230590;size=1;,S_TP3220;size=2;,3,white
S_A230590;size=1;,S_TP5930;size=1;,3,white
S_A230590;size=1;,S_TP11803;size=1;,3,white
S_A230590;size=1;,S_TP15513;size=1;,2,white
S_A230590;size=1;,S_TP22491;size=1;,3,white
S_A231308;size=1;,S_A356626;size=1;,3,white
S_A232029;size=1;,S_A241286;size=1;,3,white
S_A232029;size=1;,S_A241473;size=1;,3,white
S_A232029;size=1;,S_A242744;size=1;,2,white
S_A232029;size=1;,S_A3571;size=16;,1,black
S_A232029;size=1;,S_A31110;size=9;,3,white
S_A232029;size=1;,S_A36919;size=1;,2,white
S_A232029;size=1;,S_A311288;size=1;,3,white
S_A232029;size=1;,S_A313259;size=1;,3,white
S_A232029;size=1;,S_A313989;size=1;,3,white
S_A232029;size=1;,S_A317923;size=1;,3,white
S_A232029;size=1;,S_A321153;size=1;,3,white
S_A232029;size=1;,S_A326458;size=1;,3,white
S_A232029;size=1;,S_A335129;size=1;,3,white
S_A232029;size=1;,S_A335995;size=1;,3,white
S_A232029;size=1;,S_A336393;size=1;,1,black
S_A232029;size=1;,S_A337049;size=1;,3,white
S_A232029;size=1;,S_A339423;size=1;,3,white
S_A232029;size=1;,S_A339692;size=1;,3,white
S_A232029;size=1;,S_A346588;size=1;,3,white
S_A232029;size=1;,S_A348406;size=1;,2,white
S_A232029;size=1;,S_A356626;size=1;,3,white
S_A232029;size=1;,S_A362470;size=1;,2,white
S_A232029;size=1;,S_A364432;size=1;,2,white
S_A232029;size=1;,S_A369351;size=1;,3,white
S_A232029;size=1;,S_TP3220;size=2;,3,white
S_A232029;size=1;,S_TP5668;size=1;,3,white
S_A232029;size=1;,S_TP16366;size=1;,2,white
S_A232492;size=1;,S_A33124;size=3;,3,white
S_A232492;size=1;,S_A37230;size=1;,3,white
S_A232492;size=1;,S_A39648;size=1;,3,white
S_A232492;size=1;,S_A330010;size=1;,3,white
S_A232492;size=1;,S_A346499;size=1;,3,white
S_A232492;size=1;,S_A347142;size=1;,3,white
S_A232492;size=1;,S_A349083;size=1;,2,white
S_A232492;size=1;,S_TP6334;size=1;,3,white
S_A232871;size=1;,S_A236528;size=1;,3,white
S_A232871;size=1;,S_A241188;size=1;,3,white
S_A232871;size=1;,S_A242490;size=1;,3,white
S_A232871;size=1;,S_A33701;size=2;,2,white
S_A232871;size=1;,S_A34986;size=2;,3,white
S_A232871;size=1;,S_A37429;size=1;,1,black
S_A232871;size=1;,S_A38664;size=1;,2,white
S_A232871;size=1;,S_A39592;size=1;,3,white
S_A232871;size=1;,S_A316352;size=1;,3,white
S_A232871;size=1;,S_A317881;size=1;,3,white
S_A232871;size=1;,S_A320828;size=1;,2,white
S_A232871;size=1;,S_A323810;size=1;,3,white
S_A232871;size=1;,S_A326458;size=1;,3,white
S_A232871;size=1;,S_A333339;size=1;,3,white
S_A232871;size=1;,S_A335178;size=1;,3,white
S_A232871;size=1;,S_A335338;size=1;,3,white
S_A232871;size=1;,S_A335995;size=1;,3,white
S_A232871;size=1;,S_A337049;size=1;,3,white
S_A232871;size=1;,S_A337824;size=1;,3,white
S_A232871;size=1;,S_A348115;size=1;,3,white
S_A232871;size=1;,S_A349266;size=1;,3,white
S_A232871;size=1;,S_A353238;size=1;,3,white
S_A232871;size=1;,S_A359419;size=1;,2,white
S_A232871;size=1;,S_A363974;size=1;,3,white
S_A232871;size=1;,S_A374109;size=1;,3,white
S_A232871;size=1;,S_TP6334;size=1;,2,white
S_A232871;size=1;,S_TP10562;size=1;,3,white
S_A233397;size=1;,S_A239320;size=1;,2,white
S_A233397;size=1;,S_A3962;size=10;,2,white
S_A233397;size=1;,S_A34932;size=2;,3,white
S_A233397;size=1;,S_A36783;size=1;,3,white
S_A233397;size=1;,S_A313252;size=1;,3,white
S_A233397;size=1;,S_A325173;size=1;,3,white
S_A233397;size=1;,S_A331611;size=1;,3,white
S_A233397;size=1;,S_A335524;size=1;,2,white
S_A233397;size=1;,S_A336719;size=1;,3,white
S_A233397;size=1;,S_A339423;size=1;,3,white
S_A233397;size=1;,S_A343266;size=1;,2,white
S_A233397;size=1;,S_A348143;size=1;,3,white
S_A233397;size=1;,S_A348406;size=1;,3,white
S_A233397;size=1;,S_A349015;size=1;,3,white
S_A233397;size=1;,S_A372466;size=1;,3,white
S_A233397;size=1;,S_A373017;size=1;,3,white
S_A233397;size=1;,S_A374436;size=1;,3,white
S_A233397;size=1;,S_TP6036;size=1;,3,white
S_A233397;size=1;,S_TP6305;size=1;,1,black
S_A233397;size=1;,S_TP10034;size=1;,3,white
S_A233397;size=1;,S_TP16366;size=1;,3,white
S_A233397;size=1;,S_TP18806;size=1;,3,white
S_A233397;size=1;,S_TP22376;size=1;,3,white
S_A233473;size=1;,S_A236845;size=1;,3,white
S_A233473;size=1;,S_A237995;size=1;,2,white
S_A233473;size=1;,S_A32781;size=3;,2,white
S_A233473;size=1;,S_A313759;size=1;,2,white
S_A233473;size=1;,S_A323497;size=1;,2,white
S_A233473;size=1;,S_A329327;size=1;,3,white
S_A233473;size=1;,S_A333321;size=1;,3,white
S_A233473;size=1;,S_A342531;size=1;,2,white
S_A233473;size=1;,S_A374154;size=1;,3,white
S_A233473;size=1;,S_TP16249;size=1;,3,white
S_A233473;size=1;,S_TP22491;size=1;,3,white
S_A233733;size=1;,S_A241473;size=1;,3,white
S_A233733;size=1;,S_A32823;size=3;,2,white
S_A233733;size=1;,S_A39190;size=1;,3,white
S_A233733;size=1;,S_A310805;size=1;,3,white
S_A233733;size=1;,S_A313252;size=1;,3,white
S_A233733;size=1;,S_A313259;size=1;,3,white
S_A233733;size=1;,S_A323497;size=1;,3,white
S_A233733;size=1;,S_A325508;size=1;,1,black
S_A233733;size=1;,S_A328831;size=1;,3,white
S_A233733;size=1;,S_A342531;size=1;,3,white
S_A233733;size=1;,S_A354458;size=1;,3,white
S_A233733;size=1;,S_A358666;size=1;,2,white
S_A233733;size=1;,S_A363143;size=1;,3,white
S_A233733;size=1;,S_A366352;size=1;,3,white
S_A233733;size=1;,S_A370780;size=1;,3,white
S_A233733;size=1;,S_A372029;size=1;,3,white
S_A233733;size=1;,S_TP13054;size=1;,3,white
S_A233733;size=1;,S_TP22705;size=1;,3,white
S_A233787;size=1;,S_A241188;size=1;,3,white
S_A233787;size=1;,S_A241473;size=1;,3,white
S_A233787;size=1;,S_A36367;size=1;,3,white
S_A233787;size=1;,S_A315731;size=1;,3,white
S_A233787;size=1;,S_A328486;size=1;,3,white
S_A233787;size=1;,S_A354458;size=1;,3,white
S_A233787;size=1;,S_A364432;size=1;,3,white
S_A233787;size=1;,S_TP16960;size=1;,3,white
S_A234097;size=1;,S_A236845;size=1;,3,white
S_A234097;size=1;,S_A39492;size=1;,1,black
S_A234097;size=1;,S_A328417;size=1;,2,white
S_A234097;size=1;,S_A346830;size=1;,1,black
S_A234097;size=1;,S_A352375;size=1;,3,white
S_A234097;size=1;,S_A366104;size=1;,3,white
S_A234097;size=1;,S_TP3416;size=2;,3,white
S_A234408;size=1;,S_A234870;size=1;,3,white
S_A234408;size=1;,S_A235193;size=1;,2,white
S_A234408;size=1;,S_A236736;size=1;,1,black
S_A234408;size=1;,S_A239320;size=1;,2,white
S_A234408;size=1;,S_A3962;size=10;,2,white
S_A234408;size=1;,S_A31845;size=5;,3,white
S_A234408;size=1;,S_A32823;size=3;,3,white
S_A234408;size=1;,S_A34351;size=2;,3,white
S_A234408;size=1;,S_A34366;size=2;,2,white
S_A234408;size=1;,S_A34932;size=2;,2,white
S_A234408;size=1;,S_A38664;size=1;,3,white
S_A234408;size=1;,S_A313252;size=1;,3,white
S_A234408;size=1;,S_A313259;size=1;,3,white
S_A234408;size=1;,S_A320828;size=1;,3,white
S_A234408;size=1;,S_A322205;size=1;,3,white
S_A234408;size=1;,S_A322772;size=1;,3,white
S_A234408;size=1;,S_A325212;size=1;,3,white
S_A234408;size=1;,S_A325508;size=1;,3,white
S_A234408;size=1;,S_A326607;size=1;,3,white
S_A234408;size=1;,S_A330438;size=1;,3,white
S_A234408;size=1;,S_A333339;size=1;,2,white
S_A234408;size=1;,S_A336719;size=1;,3,white
S_A234408;size=1;,S_A337019;size=1;,2,white
S_A234408;size=1;,S_A346382;size=1;,2,white
S_A234408;size=1;,S_A374436;size=1;,3,white
S_A234408;size=1;,S_TP2323;size=3;,2,white
S_A234408;size=1;,S_TP13054;size=1;,3,white
S_A234408;size=1;,S_TP18806;size=1;,3,white
S_A234408;size=1;,S_TP22376;size=1;,3,white
S_A234411;size=1;,S_A35697;size=2;,3,white
S_A234411;size=1;,S_A39190;size=1;,3,white
S_A234411;size=1;,S_A312225;size=1;,3,white
S_A234411;size=1;,S_A325508;size=1;,3,white
S_A234411;size=1;,S_A331611;size=1;,3,white
S_A234411;size=1;,S_A344092;size=1;,2,white
S_A234411;size=1;,S_A363143;size=1;,3,white
S_A234411;size=1;,S_TP22376;size=1;,3,white
S_A234626;size=1;,S_A37481;size=1;,3,white
S_A234626;size=1;,S_A335882;size=1;,3,white
S_A234870;size=1;,S_A235193;size=1;,3,white
S_A234870;size=1;,S_A236736;size=1;,3,white
S_A234870;size=1;,S_A239320;size=1;,3,white
S_A234870;size=1;,S_A242744;size=1;,3,white
S_A234870;size=1;,S_A3519;size=17;,3,white
S_A234870;size=1;,S_A32823;size=3;,3,white
S_A234870;size=1;,S_A39561;size=1;,3,white
S_A234870;size=1;,S_A310805;size=1;,3,white
S_A234870;size=1;,S_A320828;size=1;,2,white
S_A234870;size=1;,S_A322772;size=1;,2,white
S_A234870;size=1;,S_A325508;size=1;,3,white
S_A234870;size=1;,S_A326522;size=1;,2,white
S_A234870;size=1;,S_A328831;size=1;,3,white
S_A234870;size=1;,S_A329304;size=1;,2,white
S_A234870;size=1;,S_A333339;size=1;,3,white
S_A234870;size=1;,S_A335338;size=1;,3,white
S_A234870;size=1;,S_A337019;size=1;,3,white
S_A234870;size=1;,S_A338805;size=1;,3,white
S_A234870;size=1;,S_A340883;size=1;,3,white
S_A234870;size=1;,S_A346382;size=1;,2,white
S_A234870;size=1;,S_A348406;size=1;,3,white
S_A234870;size=1;,S_A349540;size=1;,3,white
S_A234870;size=1;,S_A350576;size=1;,1,black
S_A234870;size=1;,S_A356341;size=1;,3,white
S_A234870;size=1;,S_A356626;size=1;,3,white
S_A234870;size=1;,S_A361019;size=1;,2,white
S_A234870;size=1;,S_A363143;size=1;,3,white
S_A234870;size=1;,S_A367135;size=1;,3,white
S_A234870;size=1;,S_A372254;size=1;,3,white
S_A234870;size=1;,S_TP22376;size=1;,3,white
S_A235193;size=1;,S_A236736;size=1;,2,white
S_A235193;size=1;,S_A239320;size=1;,2,white
S_A235193;size=1;,S_A320828;size=1;,3,white
S_A235193;size=1;,S_A322772;size=1;,3,white
S_A235193;size=1;,S_A374436;size=1;,3,white
S_A235193;size=1;,S_TP18806;size=1;,3,white
S_A235193;size=1;,S_TP22376;size=1;,3,white
S_A235287;size=1;,S_A334731;size=1;,3,white
S_A235287;size=1;,S_TP21686;size=1;,3,white
S_A235944;size=1;,S_A31681;size=6;,3,white
S_A235944;size=1;,S_A32940;size=3;,3,white
S_A235944;size=1;,S_A33239;size=3;,3,white
S_A235944;size=1;,S_A39648;size=1;,3,white
S_A235944;size=1;,S_A313908;size=1;,3,white
S_A235944;size=1;,S_A315062;size=1;,3,white
S_A235944;size=1;,S_A316811;size=1;,1,black
S_A235944;size=1;,S_A317142;size=1;,2,white
S_A235944;size=1;,S_A317923;size=1;,3,white
S_A235944;size=1;,S_A326009;size=1;,2,white
S_A235944;size=1;,S_A326041;size=1;,3,white
S_A235944;size=1;,S_A327467;size=1;,3,white
S_A235944;size=1;,S_A329224;size=1;,3,white
S_A235944;size=1;,S_A329678;size=1;,2,white
S_A235944;size=1;,S_A332333;size=1;,1,black
S_A235944;size=1;,S_A332748;size=1;,2,white
S_A235944;size=1;,S_A335630;size=1;,3,white
S_A235944;size=1;,S_A337049;size=1;,3,white
S_A235944;size=1;,S_A337479;size=1;,2,white
S_A235944;size=1;,S_A339196;size=1;,3,white
S_A235944;size=1;,S_A342701;size=1;,3,white
S_A235944;size=1;,S_A345335;size=1;,3,white
S_A235944;size=1;,S_A346499;size=1;,3,white
S_A235944;size=1;,S_A346523;size=1;,2,white
S_A235944;size=1;,S_A348565;size=1;,1,black
S_A235944;size=1;,S_A348587;size=1;,3,white
S_A235944;size=1;,S_A349015;size=1;,3,white
S_A235944;size=1;,S_A349915;size=1;,2,white
S_A235944;size=1;,S_A358336;size=1;,3,white
S_A235944;size=1;,S_A358889;size=1;,3,white
S_A235944;size=1;,S_A372706;size=1;,3,white
S_A235944;size=1;,S_TP6334;size=1;,3,white
S_A235944;size=1;,S_TP15513;size=1;,3,white
S_A236098;size=1;,S_A33701;size=2;,3,white
S_A236098;size=1;,S_A320828;size=1;,3,white
S_A236098;size=1;,S_A350576;size=1;,3,white
S_A236528;size=1;,S_A32948;size=3;,3,white
S_A236528;size=1;,S_A317881;size=1;,3,white
S_A236528;size=1;,S_A354951;size=1;,3,white
S_A236736;size=1;,S_A239320;size=1;,2,white
S_A236736;size=1;,S_A3962;size=10;,3,white
S_A236736;size=1;,S_A34366;size=2;,3,white
S_A236736;size=1;,S_A34932;size=2;,3,white
S_A236736;size=1;,S_A320828;size=1;,3,white
S_A236736;size=1;,S_A322772;size=1;,3,white
S_A236736;size=1;,S_A325173;size=1;,3,white
S_A236736;size=1;,S_A333339;size=1;,3,white
S_A236736;size=1;,S_A337019;size=1;,3,white
S_A236736;size=1;,S_A346382;size=1;,3,white
S_A236736;size=1;,S_A374436;size=1;,3,white
S_A236736;size=1;,S_TP2323;size=3;,3,white
S_A236736;size=1;,S_TP18806;size=1;,3,white
S_A236736;size=1;,S_TP22376;size=1;,3,white
S_A236845;size=1;,S_A237995;size=1;,3,white
S_A236845;size=1;,S_A238172;size=1;,3,white
S_A236845;size=1;,S_A39492;size=1;,2,white
S_A236845;size=1;,S_A359374;size=1;,3,white
S_A236845;size=1;,S_A362078;size=1;,3,white
S_A236845;size=1;,S_A363004;size=1;,3,white
S_A236845;size=1;,S_A374757;size=1;,3,white
S_A236845;size=1;,S_TP2529;size=2;,3,white
S_A236845;size=1;,S_TP16249;size=1;,2,white
S_A236845;size=1;,S_TP22491;size=1;,2,white
S_A237162;size=1;,S_A32781;size=3;,3,white
S_A237162;size=1;,S_A32823;size=3;,3,white
S_A237162;size=1;,S_A34366;size=2;,3,white
S_A237162;size=1;,S_A34500;size=2;,2,white
S_A237162;size=1;,S_A313252;size=1;,3,white
S_A237162;size=1;,S_A313259;size=1;,3,white
S_A237162;size=1;,S_A313759;size=1;,3,white
S_A237162;size=1;,S_A314000;size=1;,3,white
S_A237162;size=1;,S_A322795;size=1;,3,white
S_A237162;size=1;,S_A324461;size=1;,3,white
S_A237162;size=1;,S_A325212;size=1;,3,white
S_A237162;size=1;,S_A325508;size=1;,3,white
S_A237162;size=1;,S_A334731;size=1;,2,white
S_A237162;size=1;,S_A337918;size=1;,3,white
S_A237162;size=1;,S_A338441;size=1;,3,white
S_A237162;size=1;,S_A339423;size=1;,3,white
S_A237162;size=1;,S_A342531;size=1;,2,white
S_A237162;size=1;,S_A343345;size=1;,3,white
S_A237162;size=1;,S_A345159;size=1;,2,white
S_A237162;size=1;,S_A348792;size=1;,3,white
S_A237162;size=1;,S_A353734;size=1;,3,white
S_A237162;size=1;,S_A356518;size=1;,3,white
S_A237162;size=1;,S_A358666;size=1;,3,white
S_A237162;size=1;,S_A359374;size=1;,3,white
S_A237162;size=1;,S_A359695;size=1;,3,white
S_A237162;size=1;,S_A360504;size=1;,3,white
S_A237162;size=1;,S_A363004;size=1;,3,white
S_A237162;size=1;,S_A370062;size=1;,3,white
S_A237162;size=1;,S_A373017;size=1;,3,white
S_A237162;size=1;,S_A374279;size=1;,3,white
S_A237162;size=1;,S_A374362;size=1;,3,white
S_A237162;size=1;,S_TP6305;size=1;,3,white
S_A237162;size=1;,S_TP10034;size=1;,3,white
S_A237162;size=1;,S_TP15958;size=1;,3,white
S_A237995;size=1;,S_A32781;size=3;,3,white
S_A237995;size=1;,S_A314728;size=1;,3,white
S_A237995;size=1;,S_A316031;size=1;,3,white
S_A237995;size=1;,S_A321880;size=1;,3,white
S_A237995;size=1;,S_A336810;size=1;,3,white
S_A237995;size=1;,S_A338601;size=1;,3,white
S_A237995;size=1;,S_A358506;size=1;,3,white
S_A237995;size=1;,S_A359695;size=1;,3,white
S_A237995;size=1;,S_A361637;size=1;,3,white
S_A237995;size=1;,S_A362993;size=1;,3,white
S_A237995;size=1;,S_A374154;size=1;,3,white
S_A237995;size=1;,S_TP22491;size=1;,3,white
S_A238172;size=1;,S_A32781;size=3;,3,white
S_A238172;size=1;,S_A34285;size=2;,3,white
S_A238172;size=1;,S_A314728;size=1;,2,white
S_A238172;size=1;,S_A323497;size=1;,3,white
S_A238172;size=1;,S_A328417;size=1;,3,white
S_A238172;size=1;,S_A331200;size=1;,3,white
S_A238172;size=1;,S_A336810;size=1;,3,white
S_A238172;size=1;,S_A338601;size=1;,3,white
S_A238172;size=1;,S_A352375;size=1;,3,white
S_A238172;size=1;,S_A359374;size=1;,3,white
S_A238172;size=1;,S_A361637;size=1;,3,white
S_A238172;size=1;,S_A363004;size=1;,2,white
S_A238172;size=1;,S_TP8664;size=1;,3,white
S_A238172;size=1;,S_TP10480;size=1;,3,white
S_A238172;size=1;,S_TP14268;size=1;,3,white
S_A238172;size=1;,S_TP15751;size=1;,3,white
S_A238172;size=1;,S_TP22491;size=1;,3,white
S_A238791;size=1;,S_A241286;size=1;,1,black
S_A238791;size=1;,S_A3571;size=16;,3,white
S_A238791;size=1;,S_A313989;size=1;,3,white
S_A238791;size=1;,S_A321968;size=1;,3,white
S_A238791;size=1;,S_A326522;size=1;,3,white
S_A238791;size=1;,S_A335995;size=1;,3,white
S_A238791;size=1;,S_A348406;size=1;,2,white
S_A238791;size=1;,S_A366925;size=1;,3,white
S_A238988;size=1;,S_A31110;size=9;,3,white
S_A238988;size=1;,S_A32574;size=3;,3,white
S_A238988;size=1;,S_A32940;size=3;,3,white
S_A238988;size=1;,S_A33124;size=3;,3,white
S_A238988;size=1;,S_A38664;size=1;,3,white
S_A238988;size=1;,S_A39144;size=1;,1,black
S_A238988;size=1;,S_A39557;size=1;,3,white
S_A238988;size=1;,S_A324295;size=1;,2,white
S_A238988;size=1;,S_A329678;size=1;,3,white
S_A238988;size=1;,S_A330010;size=1;,2,white
S_A238988;size=1;,S_A334731;size=1;,3,white
S_A238988;size=1;,S_A335583;size=1;,3,white
S_A238988;size=1;,S_A336423;size=1;,3,white
S_A238988;size=1;,S_A339107;size=1;,2,white
S_A238988;size=1;,S_A346523;size=1;,3,white
S_A238988;size=1;,S_A353937;size=1;,3,white
S_A238988;size=1;,S_A359737;size=1;,2,white
S_A238988;size=1;,S_A374279;size=1;,2,white
S_A238988;size=1;,S_TP6334;size=1;,3,white
S_A238988;size=1;,S_TP10480;size=1;,3,white
